Season,Episode,Title,Airdate,Description,Image
27,9,Barthood,13 Dec. 2015,A tale of Bart's journey from youth to adulthood\comma where he is constantly in search of approval from his father and in the shadow of his more-successful younger sister.,https://m.media-amazon.com/images/M/MV5BZDM2NzQ0M2QtMjNkNS00NWFhLTllY2MtMDhiNWYzYTQzNjYxXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,10,The Girl Code,3 Jan. 2016,When Homer loses his job due to Marge's social media post\comma he begins working as a dishwasher at a Greek restaurant. Meanwhile\comma Lisa creates an app that can predict the effect any post on social media will have.,https://m.media-amazon.com/images/M/MV5BOTcxMDgzNTA2MF5BMl5BanBnXkFtZTgwOTkwMzc5ODE@._V1_.jpg
27,11,Teenage Mutant Milk-Caused Hurdles,10 Jan. 2016,Bart and Principal Skinner battle over the affection of Bart's new teacher\comma and a new milk-based product that Homer buys from the Kwik-E-Mart causes big changes in Bart and Lisa.,https://m.media-amazon.com/images/M/MV5BOTI5NWQwNDUtZDg1Zi00NDNhLThlNDYtZGFhZWFhM2JkOTA2XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,12,Much Apu About Something,17 Jan. 2016,Apu's nephew makes big changes when he takes over the Kwik-E-Mart business\comma and Bart decides that he's through with being bad after his latest prank spirals out of control.,https://m.media-amazon.com/images/M/MV5BNzAxNjJkZWMtODU5My00YThjLWI4ZDktOGQxMGFlNTVkOWQ2XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,13,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,14 Feb. 2016,Professor Frink's new invention turns him into a ladies' man\comma while a new pill at the Springfield Retirement Castle causes Grandpa to hallucinate back to his happiest moments.,https://m.media-amazon.com/images/M/MV5BZjNkMmUxOTEtYzA1ZS00NzA2LWE0MGUtNmU2NzI2MWRhMzhkXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,14,Gal of Constant Sorrow,21 Feb. 2016,Lisa tries to launch the career of a homeless Appalachian folk singer\comma but Bart warns her that she will just let her down. Meanwhile\comma Homer tries to rescue the cat\comma who is trapped in the walls of the house.,https://m.media-amazon.com/images/M/MV5BZGYyY2Y0MTItZmViNy00NDY2LWE4YzQtYTVlMDQ3M2RiMTQ3XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,15,Lisa the Veterinarian,6 Mar. 2016,Lisa takes a job as veterinarian's assistant\comma but soon lets the responsibilities of the job get to her head. Meanwhile\comma Marge decides to take a job as a crime scene cleaner.,https://m.media-amazon.com/images/M/MV5BZTRhMGJiMmYtMzdjYy00ZWM3LTkyNjAtNzgyZDYyZmY1ZDdkXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,16,The Marge-ian Chronicles,13 Mar. 2016,Lisa signs up for an opportunity to be part of a mission to colonize Mars in ten years\comma and Homer's strategy to use reverse psychology to talk her out of it backfires.,https://m.media-amazon.com/images/M/MV5BMWEyOGZlZDQtNTQ3Ni00NTI5LTk1Y2QtOGI2ZDkyOWRiYWY1XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,17,The Burns Cage,3 Apr. 2016,Homer tries to raise Smithers' spirits by finding him a man\comma and Lisa gets the lead in the school production of Casablanca alongside a new male student\comma sparking Millhouse's jealousy.,https://m.media-amazon.com/images/M/MV5BMWExMmU4ZTEtYjI5MS00Yzk5LWIyMTEtZGUyMWVkMGJkNGUzXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,18,How Lisa Got Her Marge Back,10 Apr. 2016,After Lisa overhears Marge say that she doesn't like Lisa's jazz music\comma Marge takes Lisa on a trip to Capitol City to regain her friendship. Meanwhile\comma Bart uses Maggie as his new partner in crime for his practical jokes.,https://m.media-amazon.com/images/M/MV5BYzJlOWNkMDItMzljNC00ZWNhLWI2MDQtZDFlMWYyOGE4MzEzXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,19,Fland Canyon,24 Apr. 2016,Maggie will not go to sleep\comma so Homer tells her a bedtime story about when the Simpsons and the Flanders went together to the Grand Canyon.,https://m.media-amazon.com/images/M/MV5BYzhhM2ViY2QtNDgwZS00NmFkLWFjNTUtNjYwYmE3MDQyNTVmXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,20,To Courier with Love,8 May 2016,After promising Marge the trip of a lifetime\comma Homer makes a deal with a travel agent to be a courier of a top-secret briefcase in exchange for a discounted family vacation to Paris.,https://m.media-amazon.com/images/M/MV5BMjI5NDYyMjUyNl5BMl5BanBnXkFtZTgwOTAxNjY4ODE@._V1_.jpg
27,21,Simprovised,15 May 2016,While trying to overcome a fear of public speaking\comma Homer creates an improv comedy troupe; Marge rebuilds Bart's treehouse.,https://m.media-amazon.com/images/M/MV5BMmMwYmQzOTYtOGMyOS00NjNiLTg4ZDMtMDhhYTM0Y2RhMWZlXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,22,Orange Is the New Yellow,22 May 2016,Marge lets Bart go to the park alone because he's too irritating\comma then she ends up getting arrested for leaving him unsupervised.,https://m.media-amazon.com/images/M/MV5BMmIyNGNjM2EtOWQ5MS00MTZjLWFjNmUtMGM3ZGY1Njg0MmMyXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
28,1,Monty Burns' Fleeing Circus,25 Sep. 2016,Mr. Burns puts on a variety show at the Springfield Bowl.,https://m.media-amazon.com/images/M/MV5BNTA2MjU1ODY0Ml5BMl5BanBnXkFtZTgwMzkzMjUxMDI@._V1_.jpg
28,2,Friends and Family,2 Oct. 2016,Homer finds a new friend in a woman who acts just like him when Mr. Burns hires the other Simpsons as his live-in virtual reality family.,https://m.media-amazon.com/images/M/MV5BYzU0YTFjZTAtMDdiNy00ODgxLThhMTYtMTExZTZhMTA3M2YzXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_.jpg
28,3,The Town,9 Oct. 2016,Homer takes the family on a hate-cation to Boston after he catches Bart rooting for a rival football team.,https://m.media-amazon.com/images/M/MV5BMjAyNjc2NzYyM15BMl5BanBnXkFtZTgwODQ0MjUxMDI@._V1_.jpg
28,4,Treehouse of Horror XXVII,16 Oct. 2016,The children of Springfield fight to the death\comma Hunger Games style; Lisa's imaginary friend kills her real friends; Moe recruits Bart into his group of covert barfly agents.,https://m.media-amazon.com/images/M/MV5BOWI5OGMwODctZWUxYi00NDQwLWE5ZDgtNDkzMGU1OTgwMzEzXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
28,5,Trust But Clarify,23 Oct. 2016,Bart and Lisa investigate Krusty's new candy; Marge helps Homer dress for a promotion; Kent Brockman struggles with the changing media world.,https://m.media-amazon.com/images/M/MV5BMjA1MzQ0NDU5MV5BMl5BanBnXkFtZTgwNjY5NjY0MDI@._V1_.jpg
28,6,There Will Be Buds,6 Nov. 2016,Homer coaches the kids' lacrosse team with Kirk Van Houten\comma who disappears before the championship game\comma after Homer rants about him being a loser.,https://m.media-amazon.com/images/M/MV5BMTI0MDJiOTItNzM4Yi00YjEyLWIxNDMtNDkzZmZiYjRjNGNjXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
28,7,Havana Wild Weekend,13 Nov. 2016,The Simpsons go to Cuba to get Grampa cheap medical care when the Retirement Castle and V.A. hospital are unable to solve his health problems.,https://m.media-amazon.com/images/M/MV5BZmU5NjZjMDgtYmYyMC00NzgxLTlkMWUtYmIzM2ViOTZlNTlkXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
28,8,Dad Behavior,20 Nov. 2016,Homer discovers an app that makes his life easier\comma while Grampa learns that he'll be a father again.,https://m.media-amazon.com/images/M/MV5BYzk3OWIyNzQtMmM1ZS00NzVjLWEyNzQtNTI0N2E3MmZjNGE2XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
28,9,The Last Traction Hero,4 Dec. 2016,Homer is placed in a cast following a workplace accident\comma leading Marge to receive romance from an unexpected source; Lisa attempts to keep the peace as bus monitor.,https://m.media-amazon.com/images/M/MV5BNzg3NDU2MTctYjc3OC00Yjc4LWJlZjItNTdhNzJhZmZhNjJjL2ltYWdlXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_.jpg
28,10,The Nightmare After Krustmas,11 Dec. 2016,Krusty and his daughter spend Christmas with the Simpsons; Reverend Lovejoy seeks converts to boost attendance at church; A Christmas toy scares Maggie.,https://m.media-amazon.com/images/M/MV5BMTJlNGJkY2QtNmNlZS00ZjRlLThlYzAtOTNhMjBlOTY2ODYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAzODcxMzI@._V1_.jpg
28,11,Pork and Burns,8 Jan. 2017,A Japanese book on minimalism inspires Marge to adapt to a new way of living\comma so the Simpsons have to part with items that no longer bring them joy.,https://m.media-amazon.com/images/M/MV5BMjdlNDg4OGMtZWRmNi00ZjZmLTg1ODgtNDZhOThkMTIyOGJlL2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg
28,12,The Great Phatsby,15 Jan. 2017,Mr Burns tries to relive his glory days\comma and crosses paths with a mysterious music mogul.,https://m.media-amazon.com/images/M/MV5BNDc5YzQwNWUtZTdhYS00MzgzLWJhN2QtZDcxNTQ3OTRkZjA1L2ltYWdlXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
28,13,Fatzcarraldo,12 Feb. 2017,When all the fast food restaurants in Springfield become healthy\comma Homer turns to the last bastion of greasy food for comfort; Lisa must find a good news story when her school radio station is in jeopardy.,https://m.media-amazon.com/images/M/MV5BZTBkZGM2ZjItNjMwMC00OWMwLTgwZWEtNGQ2Y2FhYWIyNjk4XkEyXkFqcGdeQXVyMTQ2ODE0NDA@._V1_.jpg
28,14,The Cad and the Hat,19 Feb. 2017,Bart ruins Lisa's perfect day out of jealousy and becomes haunted by the manifestation of his guilty conscious. Homer is revealed to be a master chess player which helps him bond with his competitive dad.,https://m.media-amazon.com/images/M/MV5BMjg5YTIwMTItOTBkYS00MmEyLTkwNmUtMjhjZDQxYTEwZGUxXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
28,15,Kamp Krustier,5 Mar. 2017,Bart and Lisa return home following a traumatic incident at Kamp Krusty\comma putting an end to Homer and Marge's sexual encounters.,https://m.media-amazon.com/images/M/MV5BZWM4YmMzOGYtZjYzZS00MmJkLWI2YzctNWYyMWM5YTVmMjk0XkEyXkFqcGdeQXVyNzE4NzEzNjc@._V1_.jpg
28,16,22 for 30,12 Mar. 2017,A mocumentary about how Bart became a star basketball player at Springfield Elementary only to fall prey to fame\comma his own ego and the schemes of mobster Fat Tony.,https://m.media-amazon.com/images/M/MV5BYmI0OWMzMzItZjM0MC00YjIyLWJlMDMtOWI3ZmI2NmMyNDYxXkEyXkFqcGdeQXVyNzE4NzEzNjc@._V1_.jpg
28,17,A Father's Watch,19 Mar. 2017,As Homer and Marge try a different parenting style on the hellraising Bart\comma Grampa gives him a special watch that becomes Bart's moral center. But Bart loses it and tries everything to get it back.,https://m.media-amazon.com/images/M/MV5BYTU0OGMyMTAtZjIyYy00MGRjLWI5YjUtOGQxNDlkMmQ0NTRjXkEyXkFqcGdeQXVyNjM0ODQ1NDY@._V1_.jpg
28,18,The Caper Chase,2 Apr. 2017,Mr. Burns opens his own for-profit university\comma hiring the completely unqualified Homer as a professor\comma only to lose him to a mad scientist.,https://m.media-amazon.com/images/M/MV5BZDZmZGU3MjctZjk1MC00YTNlLWIxN2MtZTNkNGEzOGViZWNkXkEyXkFqcGdeQXVyMzQ0MTc3ODY@._V1_.jpg
28,19,Looking for Mr. Goodbart,30 Apr. 2017,Bart bonds with Skinner's mother over their mutual dislike of Skinner and realizes that he could make a bundle by befriending other lonely and disgruntled grandmothers of Springfield for money.,https://m.media-amazon.com/images/M/MV5BMWU5Zjg4NzUtM2VlMy00ZTdjLWIyYjAtOTZmM2U4YTA4NDEyXkEyXkFqcGdeQXVyNzE4NzEzNjc@._V1_.jpg
28,20,Moho House,7 May 2017,Mr. Burns makes a bet with his old friend that nothing can break Homer and Marge apart. But that's where Moe comes in.,https://m.media-amazon.com/images/M/MV5BMWViMmUwN2EtM2NjNC00MjFhLWIyOWQtOGE2MjViNzQ0NGJiXkEyXkFqcGdeQXVyNzY0NDYzNzg@._V1_.jpg
28,21,Dogtown,21 May 2017,After a successful animal rights campaign\comma all dogs in Springfield are allowed to go where they want and do what they want. Pack mentality quickly kicks in and the dogs of Springfield assert their dominance by threatening the people.,https://m.media-amazon.com/images/M/MV5BYTA0ZTdjNzMtNzAzZC00MGJkLWEwMDUtOGUzMzU2YWEzYTFlXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_.jpg
29,1,The Serfsons,1 Oct. 2017,In a medieval world\comma Lisa is forced to use illegal magic when Marge's mother is turned into an Ice Walker.,https://m.media-amazon.com/images/M/MV5BYmRkNTQzZjktYjE0NS00Yzg2LTk3OTMtYmRjOGYxZmU4ZDM1XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,2,Springfield Splendor,8 Oct. 2017,Lisa's sad experience is adapted into a graphic novel\comma which becomes a Broadway show.,https://m.media-amazon.com/images/M/MV5BMTQxMDI2ZDUtZjFkMC00OTNlLTk0NTAtYjU3ODNhMjQyODdhXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,3,Whistler's Father,15 Oct. 2017,Homer launches Maggie's baby-celebrity career with her whistling talent; Marge is hired to style Fat Tony's brothel.,https://m.media-amazon.com/images/M/MV5BYmVhMjM0YmQtZjRlYy00ZjAwLWE5YmYtZjQ4OGJhY2I1Y2Q5XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,4,Treehouse of Horror XXVIII,22 Oct. 2017,Maggie gets possessed by a demon; Lisa discovers a creepy/perfect version of her family in an alternative universe; Homer cannibalizes himself.,https://m.media-amazon.com/images/M/MV5BMTFhNDY5NWQtOWFhNC00NGRlLWFmMzUtZWY3MzlkNWMxMTQ0XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,5,Grampy Can Ya Hear Me,5 Nov. 2017,Grampa gets a hearing aid and finally hears what everyone has been saying about him.,https://m.media-amazon.com/images/M/MV5BYjFkZmIwMWQtMzdkYy00MzVlLTllYWItNjFkNjQ0MzQ0MDQwXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_.jpg
29,6,The Old Blue Mayor She Ain't What She Used To Be,12 Nov. 2017,Marge runs for mayor and uses Homer as the butt of her jokes to gain public support.,https://m.media-amazon.com/images/M/MV5BNmNjYjllMDctY2Y2ZC00NDQ1LTg4YTctOWZmMTFiZmE1MWU0XkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_.jpg
29,7,Singin' in the Lane,19 Nov. 2017,Homer gets his old bowling team back together and they wind up competing with arrogant millionaires.,https://m.media-amazon.com/images/M/MV5BZTBmNGUyYjctMjcxZC00OWM1LTllY2YtODMxYzBmZjRjYzViXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_.jpg
29,8,Mr. Lisa's Opus,3 Dec. 2017,In the future\comma Lisa writes a college application essay to Harvard and recalls disappointing past birthdays that helped shape her.,https://m.media-amazon.com/images/M/MV5BNzg1OGY5OTQtNjk5Yi00Zjc5LThlNTgtZmRjNTAzMmUwMjM1XkEyXkFqcGdeQXVyODA4NTQ5MTc@._V1_.jpg
29,9,Gone Boy,10 Dec. 2017,When Bart goes missing\comma the town puts together a search party to find him.,https://m.media-amazon.com/images/M/MV5BOTJmY2Q5ZDctYWMzNi00OTgyLTk1OGUtOTRjZDBkNGZjNGU1XkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_.jpg
29,10,Haw-Haw Land,7 Jan. 2018,Lisa falls for a crooning jazz pianist named Brendan; Bart discovers he has an affinity for chemistry.,https://m.media-amazon.com/images/M/MV5BNGEyODMwMGYtOWE0YS00OTQxLTlhYTItZDI2NjEzNjc5YTQ3XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,11,Frink Gets Testy,14 Jan. 2018,Mr. Burns builds a doomsday ark after he believes the world is ending; Professor Frink is tasked with determining who is worth saving.,https://m.media-amazon.com/images/M/MV5BN2JjMTllN2YtODY5Yi00MzdmLTg2YWItMGYwNDYyZDNiNjUyXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,12,Homer is Where the Art Isn't,18 Mar. 2018,Homer is accused of stealing a multimillion-dollar painting and only freelance insurance investigator Manacek can prove his innocence or guilt.,https://m.media-amazon.com/images/M/MV5BMjk0NGI3YjktZjgzZC00Y2Y1LWFhYTYtMjRjNjI1M2FkNzYwXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
29,13,3 Scenes Plus a Tag from a Marriage,25 Mar. 2018,Homer and Marge tell the story of how they went from loving life without kids to being miserable parents.,https://m.media-amazon.com/images/M/MV5BOTRhNmZlNmYtZmZjOC00NGI5LWEzYjgtMmE1MjA4NGRiMzVlXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,14,Fears of a Clown,1 Apr. 2018,Bart goes to prankster rehab after a clown-mask prank terrifies the town and ruins Krusty's career causing him to give up comedy and try serious drama.,https://m.media-amazon.com/images/M/MV5BMTlmM2Y1NzYtODVjZS00NDlmLTkwODItMzBkYWY4OTFkZjA0XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,15,No Good Read Goes Unpunished,8 Apr. 2018,Marge forces everyone to give up their electronics and go to the book store in an effort to bring the family together.,https://m.media-amazon.com/images/M/MV5BZDcyODRhZjYtZDAxZi00Nzg0LTgyYWItM2E3OTU5ZTVmM2IxXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,16,King Leer,15 Apr. 2018,Homer and Marge attempt to reunite Moe with his troubled family.,https://m.media-amazon.com/images/M/MV5BZTc2NGQzMTctZjFiZi00MzFlLTg5MDYtMWUxMWQ5NmY5ZGYyXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,17,Lisa Gets the Blues,22 Apr. 2018,The Simpsons' flight to Gainesville gets re-routed to New Orleans\comma where Lisa must regain her confidence as a jazz musician.,https://m.media-amazon.com/images/M/MV5BYmVlZjQzNjgtMDJmMC00MDM2LTgxNTMtOWJlNWM2NDkxNmQ4XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,18,Forgive and Regret,29 Apr. 2018,On his deathbed\comma Grampa makes a confession to Homer about the notes from Homer's mother that got lost when she left. This angers Homer to the point of refusing to reconcile with Abe after he miraculously recovers.,https://m.media-amazon.com/images/M/MV5BYWM1NzI2ODItMjdjYy00ODMyLTg1MDEtNDEyZjY5ZjBjY2FiXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
29,19,Left Behind,6 May 2018,Homer gets Flanders a job at the power plant; Marge feels there's no spark left in their marriage.,https://m.media-amazon.com/images/M/MV5BODQzNjlkOTYtODdmMS00ZmMzLThjMTAtMDM0YTFlZDdlYjZhXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
29,20,Throw Grampa from the Dane,13 May 2018,The Simpsons go to Denmark so Grampa can benefit from its free health-care system.,https://m.media-amazon.com/images/M/MV5BOThhMTM0MGMtNzQ2Ni00YzI2LTgxNTMtZjg0M2NiMmFjZWE0XkEyXkFqcGdeQXVyODA2NjMxNzQ@._V1_.jpg
29,21,Flanders' Ladder,20 May 2018,When Bart falls into a coma after he is struck by lightning\comma he is visited by ghosts seeking closure.,https://m.media-amazon.com/images/M/MV5BZWZiOTAyYTAtZmY0Zi00ZDE2LTg5OWUtZDVhYzRhMGI1ZjRmXkEyXkFqcGdeQXVyNjIzMjgxMDY@._V1_.jpg
30,1,Bart's Not Dead,30 Sep. 2018,Bart ends up in the hospital after taking a dare and lies about going to heaven to cover it up\comma but Homer takes a deal with Christian producers to make a movie about it.,https://m.media-amazon.com/images/M/MV5BNDEwYTRhZjAtNmRmYS00NzAxLWI1NjUtZjViM2M3ZTY4MTEzXkEyXkFqcGdeQXVyODQwNzAwNzM@._V1_.jpg
30,2,Heartbreak Hotel,7 Oct. 2018,Marge and Homer travel to a tropical island and go on Marge's favorite reality competition program to win a million dollars.,https://m.media-amazon.com/images/M/MV5BMzNkY2JiMWItNjk0NS00YTU1LTlmMDUtODQ1OWMzMzczZjI1XkEyXkFqcGdeQXVyODQwNzAwNzM@._V1_.jpg
30,3,My Way or the Highway to Heaven,14 Oct. 2018,While God and St. Peter discuss who will get into heaven\comma the citizens of Springfield recall divine encounters.,https://m.media-amazon.com/images/M/MV5BN2FlNDllZjItYTQwNi00OTZlLTg1NDctYjRhOGM4MDBmZDU0XkEyXkFqcGdeQXVyODQwNzAwNzM@._V1_.jpg
30,4,Treehouse of Horror XXIX,21 Oct. 2018,Homer wins an oyster-eating contest against the mythical Cthulhu\comma Springfield is overrun by plant body-snatchers\comma Lisa finally snaps and Mr. Burns opens a retirement home with some Jurassic upgrades.,https://m.media-amazon.com/images/M/MV5BNjZjNjI4ZjAtYmM1YS00OTQ3LTgwMGItOTM3Yzk2MGFjMmZkXkEyXkFqcGdeQXVyODQwNzAwNzM@._V1_.jpg
30,5,Baby You Can't Drive My Car,4 Nov. 2018,A self-driving car company comes to Springfield\comma poaching all of the power plant employees with their fun work environment.,https://m.media-amazon.com/images/M/MV5BNDc3ODNiMDEtNWE1YS00ZWY5LWJmMmItMzM1NDQzYWM2YjAyXkEyXkFqcGdeQXVyMjMxOTcxOTI@._V1_.jpg
